08-18 01:43:37.390  4646  4661 I TestRunner: started: an_attached_file_arrives_with_the_message(jp.golia.mailrs.MailFlowTest)
08-18 01:43:37.406  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.406  1454  1454 I AndroidIME: InputBundleManager.startInput():361 startInput() with kzp[keyboardType=prime, payload=null]
08-18 01:43:37.406  1454  1454 I GlobeKeyExtension: GlobeKeyExtension.onActivate():70
08-18 01:43:37.410 19153 19153 I ImeTracker: system_server:fbae7cbc: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
08-18 01:43:37.411   638  1663 V GrammaticalInflectionUtils: AttributionSource: AttributionSource { uid = 10352, packageName = null, attributionTag = null, token = android.os.Binder@33c18a5, deviceId = 0, next = null } does not have READ_SYSTEM_GRAMMATICAL_GENDER permission.
08-18 01:43:37.412  1454  1454 I CrowdsourceExtension: CrowdsourceExtension.checkIfDefaultBrowserIsAllowed():109 Failed to get default browser. The default browser may be deactivated.
08-18 01:43:37.412  1454  1454 I NewLanguagePromptExtension: NewLanguagePromptExtension.onActivate():186 Not activated NewLanguagePromptExtension: not a normal text input box.
08-18 01:43:37.413  1454  1454 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():182 Unregister key sequence lsr{labelResId=2132020165, callback=cbb@1345304, lastModifier=2, keyCodes=[56], actions=[0]}
08-18 01:43:37.413  1454  1454 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():182 Unregister key sequence lsr{labelResId=2132020165, callback=cbb@6edc9b3, lastModifier=0, keyCodes=[317], actions=[0]}
08-18 01:43:37.413  1454  1454 I HardKeyTracker: HardKeyTracker.registerKeySequence():138 Register key sequence lsr{labelResId=2132020165, callback=cbb@7aa69a7, lastModifier=2, keyCodes=[56], actions=[0]}
08-18 01:43:37.413  1454  1454 I HardKeyTracker: HardKeyTracker.registerKeySequence():138 Register key sequence lsr{labelResId=2132020165, callback=cbb@ea27ef2, lastModifier=0, keyCodes=[317], actions=[0]}
08-18 01:43:37.413  1454  1454 I VoiceInputManagerWrapper: VoiceInputManagerWrapper.cancelShutdown():100 cancelShutdown()
08-18 01:43:37.413  1454  1454 I VoiceInputManagerWrapper: VoiceInputManagerWrapper.syncLanguagePacks():112 syncLanguagePacks()
08-18 01:43:37.413  1454  1454 I VoiceInputManager: VoiceInputManager.onKeyboardActivated():1023 onKeyboardActivated() [UD]
08-18 01:43:37.413  1454  1454 I AccessoryInputModeManager: AccessoryInputModeManager.onModeStarted():322 Accessory input mode started: null
08-18 01:43:37.413  1454  1454 I ProactiveUndoTriggerExtension: ProactiveUndoTriggerExtension.eventConsumer$lambda$0():125 kyp{intention=null, keyCode=-10160, DEACTIVATE_SUPPLEMENTARY_KEYBOARD, data=accessory_candidates_consumer}
08-18 01:43:37.413  1454  1454 W SupplementaryKeyboardsWrapper: SupplementaryKeyboardsWrapper.deactivateKeyboard():160 keyboard accessory_candidates_consumer is not activated before!
08-18 01:43:37.413  1454  1454 I KeyboardModeUtils: KeyboardModeUtils.getKeyboardBottomOffset():437 inch: 0.000000 ydpi: 420.000000 adjustKeyboardBottomByDisplaySize: false currentDensityDpi: 420 defaultDensityDpi: 420 keyboardBottomToScreenPx: 0 keyboardBottomToNavBarPx: -126 navBarHeight: 126
08-18 01:43:37.413  1454  1454 I ResizableKeyboardModeController: ResizableKeyboardModeController.getKeyboardBottomOffset():182 currentPrimeKeyboardType:SOFT keyboardBottomOffset:0 navBarHeight:126 isInLandscape:false
08-18 01:43:37.413  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.415  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.416  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.416  1454  1454 W ExtensionWrapper: ExtensionWrapper.setExtensionViewVisibility():801 interface koa is not activate
08-18 01:43:37.416  1251  1251 D RecentsView: onTaskRemoved: 1177, not handling task stack changes
08-18 01:43:37.417  1251  1251 D RecentsView: onTaskRemoved: 1177, not handling task stack changes
08-18 01:43:37.417  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
08-18 01:43:37.417  1454  1454 I VoiceImeExtension: VoiceImeExtension.shouldStartVoiceInputAutomaticallyInCurrentInputBox():469 No private IME option set to start voice input.
08-18 01:43:37.419  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.419  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.419  1454  1454 I WindowMetricsNotification: WindowMetricsNotification.notifyWithWindow():166
08-18 01:43:37.420  1454  1454 I WindowMetricsNotification: WindowMetricsNotification.notify():159 mub[bounds=Rect(0, 132 - 1080, 2400), insets=Rect(0, 0 - 0, 126), densityDpi=420, smallestScreenWidthDp=411, displayWidth=1080, displayHeight=2400, xdpi=420.0, ydpi=420.0, isTrustable=true, displayId=0]; DisplayMetrics{density=2.625, width=1080, height=2400, scaledDensity=2.625, xdpi=420.0, ydpi=420.0}
08-18 01:43:37.421   548   548 W IPCThreadState: Sending oneway calls to frozen process.
08-18 01:43:37.422  1454  5362 I SpeechFactory: SpeechRecognitionFactory.maybeScheduleAutoPackDownloadForFallback():161 maybeScheduleAutoPackDownloadForFallback()
08-18 01:43:37.423  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onFinishInputView():1524
08-18 01:43:37.423  1454  1454 I GlobeKeyExtension: GlobeKeyExtension.onDeactivate():104
08-18 01:43:37.423  1454  1454 I VoiceInputManagerWrapper: VoiceInputManagerWrapper.shutdown():122 shutdown()
08-18 01:43:37.423  1454  1454 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():154 Tooltip with id spell_check_add_to_dictionary not found in tooltipManager.
08-18 01:43:37.425  1454  1454 I AndroidIME: AbstractIme.onDeactivate():203 PasswordIme.onDeactivate()
08-18 01:43:37.426  4646  4646 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@e3c436a in: PRE_ON_CREATE
08-18 01:43:37.426  1454  1454 I ImeTracker: system_server:78e23c26: onHidden
08-18 01:43:37.426  4646  4646 V ActivityScenario: Activity lifecycle changed event received but ignored because the reported transition was not ON_CREATE while the last known transition was PRE_ON_CREATE
08-18 01:43:37.427  1454  1454 I GoogleInputMethodService: GoogleInputMethodService$1.onKeyboardViewShown():312 onKeyboardViewShown: keyboardType=prime, keyboardViewType=HEADER keyboardView=com.google.android.libraries.inputmethod.widgets.SoftKeyboardView{f420f3 V.E...... .......D 0,0-1080,116}
08-18 01:43:37.429   983  1124 D SplashScreenView: Build android.window.SplashScreenView{13ad356 V.E...... ......ID 0,0-0,0}
08-18 01:43:37.429   983  1124 D SplashScreenView: Icon: view: null drawable: null size: 0
08-18 01:43:37.429   983  1124 D SplashScreenView: Branding: view: android.view.View{cf45fd7 G.ED..... ......I. 0,0-0,0 #1020541 android:id/splashscreen_branding_view} drawable: null size w: 0 h: 0
08-18 01:43:37.429  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.429  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.429  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.429  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.429  1454  1454 I GoogleInputMethodService: GoogleInputMethodService$1.onKeyboardViewShown():312 onKeyboardViewShown: keyboardType=prime, keyboardViewType=BODY keyboardView=com.google.android.libraries.inputmethod.widgets.SoftKeyboardView{fe4af22 V.E...... ........ 0,0-1080,641}
08-18 01:43:37.429  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.429  1454  1454 I NewLanguagePromptExtension: NewLanguagePromptExtension$1.onKeyboardViewShown():86 Not show new language banner: not prime keyboard, or the extension not activated.
08-18 01:43:37.429  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.429  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.429  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.430  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.430  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:43:37.431  1454  5362 I FallbackOnDeviceRecognitionProvider: FallbackOnDeviceRecognitionProvider.maybeScheduleAutoPackDownload():198 maybeScheduleAutoPackDownload() for language tag en-US
08-18 01:43:37.431  4646  4646 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@e3c436a in: CREATED
08-18 01:43:37.432  4646  4646 V ActivityScenario: Update currentActivityStage to CREATED, currentActivity=jp.golia.mailrs.MainActivity@e3c436a
08-18 01:43:37.432  4646  4646 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@e3c436a in: STARTED
08-18 01:43:37.432  4646  4646 V ActivityScenario: Update currentActivityStage to STARTED, currentActivity=jp.golia.mailrs.MainActivity@e3c436a
08-18 01:43:37.432  4646  4646 D AutofillManager: Fill dialog is enabled:false, hints=[]
08-18 01:43:37.435  4646  4646 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@e3c436a in: RESUMED
08-18 01:43:37.435  4646  4646 V ActivityScenario: Update currentActivityStage to RESUMED, currentActivity=jp.golia.mailrs.MainActivity@e3c436a
08-18 01:43:37.437  1568  1840 I AssistantForeground: (REDACTED) Get launcher package: %s
08-18 01:43:37.439 19153 19153 E ImeBackDispatcher: Ime callback not found. Ignoring unregisterReceivedCallback. callbackId: 195198971
08-18 01:43:37.442   498   535 I BpBinder: onLastStrongRef automatically unlinking death recipients:
08-18 01:43:37.484   638   648 I system_server: NativeAlloc concurrent mark compact GC freed 13MB AllocSpace bytes, 3(60KB) LOS objects, 38% free, 38MB/62MB, paused 1.197ms,1.287ms total 218.386ms
08-18 01:43:37.493   638   662 I ImeTracker: system_server:45b2f9ed: onRequestShow at ORIGIN_SERVER reason CONTROLS_CHANGED fromUser false
08-18 01:43:37.496 19153 19153 I ImeTracker: system_server:45b2f9ed: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
08-18 01:43:37.513   638   658 I ActivityTaskManager: Displayed jp.golia.mailrs/.MainActivity for user 0: +100ms
08-18 01:43:37.532  4703  4703 D VRI[InstrumentationActivityInvoker$EmptyActivity]: visibilityChanged oldVisibility=true newVisibility=false
08-18 01:43:37.552  4703  4703 W WindowOnBackDispatcher: sendCancelIfRunning: isInProgress=false callback=android.app.Activity$$ExternalSyntheticLambda0@ed443b7
08-18 01:43:37.553  4703  4703 D ViewRootImpl: Skipping stats log for color mode
08-18 01:43:37.557   455  5784 I RanchuHwc: logCompositionFallbackIfChanged: layer 6300 CompositionType fallback from 3 to 1
08-18 01:43:37.559  4646  4646 E ImeBackDispatcher: Ime callback not found. Ignoring unregisterReceivedCallback. callbackId: 195198971
08-18 01:43:37.561  1251  1251 D RecentsView: onTaskRemoved: 1178, not handling task stack changes
08-18 01:43:37.561  1251  1251 D RecentsView: onTaskRemoved: 1178, not handling task stack changes
08-18 01:43:37.562   638   749 I ImeTracker: jp.golia.mailrs:6f76b568: onRequestHide at ORIGIN_SERVER reason HIDE_UNSPECIFIED_WINDOW fromUser false
08-18 01:43:37.564  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():2043
08-18 01:43:37.564  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 0, locked = false
08-18 01:43:37.564   638  1755 I ImeTracker: system_server:ec2a5975: onRequestHide at ORIGIN_SERVER reason IME_REQUESTED_CHANGED_LISTENER fromUser false
08-18 01:43:37.564   638   661 I ImeTracker: system_server:ec2a5975: onCancelled at PHASE_SERVER_SHOULD_HIDE
08-18 01:43:37.564  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1293 onStartInput(EditorInfo{EditorInfo{packageName=jp.golia.mailrs, inputType=0, inputTypeString=NULL, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=0, privateImeOptions=null, actionName=UNSPECIFIED, actionLabel=null, initialSelStart=-1, initialSelEnd=-1, initialCapsMode=0, label=null, fieldId=0, fieldName=null, extras=null, hintText=null, hintLocales=[]}}, false)
08-18 01:43:37.565  4646  4646 D InsetsController: hide(ime(), fromIme=false)
08-18 01:43:37.565  4646  4646 I ImeTracker: jp.golia.mailrs:6f76b568: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
08-18 01:43:37.566  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
08-18 01:43:37.578   548   548 W IPCThreadState: Sending oneway calls to frozen process.
08-18 01:43:37.592   638   662 I ImeTracker: system_server:c034fb79: onRequestShow at ORIGIN_SERVER reason CONTROLS_CHANGED fromUser false
08-18 01:43:37.594  4646  4646 I ImeTracker: system_server:c034fb79: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
08-18 01:43:37.941  1454  1454 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():154 Tooltip with id undo_access_point_promotion_banner not found in tooltipManager.
08-18 01:43:37.944   638  1755 I ImeTracker: system_server:4680c07c: onRequestHide at ORIGIN_SERVER reason IME_REQUESTED_CHANGED_LISTENER fromUser false
08-18 01:43:37.945   638   661 I ImeTracker: system_server:4680c07c: onCancelled at PHASE_SERVER_SHOULD_HIDE
08-18 01:43:38.059 19153 19153 D VRI[HostPhotoPagerActivity]: visibilityChanged oldVisibility=true newVisibility=false
08-18 01:43:38.078   638   961 W JobInfo : Job 'com.google.android.apps.photos/com.google.android.libraries.social.async.BackgroundTaskJobService#1043' has a deadline with no functional constraints. The deadline won't improve job execution latency. Consider removing the deadline.
08-18 01:43:38.080 19153 19197 W JobInfo : Requested important-while-foreground flag for job555000423 is ignored and takes no effect
08-18 01:43:38.081  1338  4951 I DiscoveryManager: Filter criteria(null) scannerFlags(0)
08-18 01:43:38.082  1338  4951 W DatabaseProcessor: processLocalDevices: failed to get the network info with non-null networkId.
08-18 01:43:38.082   638   961 I WifiService: releaseMulticastLock uid=10146 lockTag=MdnsServiceBrowserImpl
08-18 01:43:38.082   638   904 I serviceDiscovery: [MdnsDiscoveryManager] Unregistering listener for serviceType:_googlecast._tcp.local
08-18 01:43:38.082   638   904 I serviceDiscovery: [MdnsDiscoveryManager] Unregistering listener for serviceType:_googlecast._tcp.local
08-18 01:43:38.082   638   961 V WifiPermissionsUtil: deviceOwner:null
08-18 01:43:38.083   638   904 I WifiService: releaseMulticastLock uid=1000 lockTag=NsdService
08-18 01:43:38.083   638   904 I serviceDiscovery: [MdnsSocketProvider] Stop monitoring sockets.
08-18 01:43:38.083   638   904 I TetheringManager: unregisterTetheringEventCallback caller:android
08-18 01:43:38.083   638  2623 D ConnectivityService: requestNetwork for uid/pid:10159/19153 activeRequest: null callbackRequest: 1425 [NetworkRequest [ REQUEST id=1426, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC
08-18 01:43:38.084   638   901 D ConnectivityService: NetReassign [1426 : null → 100] [c 0] [a 0] [i 0]
08-18 01:43:38.084   638   895 D WifiNetworkFactory: got request NetworkRequest [ REQUEST id=1426, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:43:38.084   638   895 V WifiNetworkFactory: Accepted network request NetworkRequest [ REQUEST id=1426, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:43:38.084   638   895 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1426, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:43:38.084   638   895 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1426, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:43:38.084   638   895 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1426, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:43:38.085  1086  1225 D IpClient.wlan0: set max DTIM multiplier to 2
08-18 01:43:38.085   638   895 D WifiVendorHal: installPacketFilter filter length 1899
08-18 01:43:38.086   638   895 D WifiClientModeImpl[19878:wlan0]:  ClientModeImpl$ConnectableState screen=on len=1899
08-18 01:43:38.086   638   895 E WifiStaIfaceAidlImpl: setDtimMultiplier failed with service-specific exception: android.os.ServiceSpecificException:  (code 4)
08-18 01:43:38.086   638   895 D WifiClientModeImpl: Set maximum DTIM Multiplier to 2 FAIL
08-18 01:43:38.086   638   895 D WifiClientModeImpl[19878:wlan0]:  ClientModeImpl$ConnectableState screen=on maximum multiplier=2
08-18 01:43:38.864  4646  4646 D InsetsController: show(ime(), fromIme=false)
08-18 01:43:38.864  4646  4646 I ImeTracker: jp.golia.mailrs:d14dfaa: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT_BY_INSETS_API fromUser false
08-18 01:43:38.865  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():2043
08-18 01:43:38.866  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 0, locked = false
08-18 01:43:38.866  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1293 onStartInput(EditorInfo{EditorInfo{packageName=jp.golia.mailrs, inputType=8021, inputTypeString=EmailAddress[AutoCorrect], enableLearning=true, autoCorrection=true, autoComplete=true, imeOptions=2000006, privateImeOptions=null, actionName=DONE, actionLabel=null, initialSelStart=0, initialSelEnd=0, initialCapsMode=0, label=null, fieldId=-1, fieldName=null, extras=Bundle[mParcelledData.dataSize=404], hintText=null, hintLocales=[]}}, false)
08-18 01:43:38.879  4646  4646 I AssistStructure: Flattened final assist data: 908 bytes, containing 1 windows, 5 views
