08-18 01:53:01.583  6995  7009 I TestRunner: started: the_operator_lists_load_and_a_delete_names_its_row(jp.golia.mailrs.MailFlowTest)
08-18 01:53:02.207   638   895 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1606, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:53:02.208  1338  6745 I DiscoveryManager: Filter criteria(null) scannerFlags(0)
08-18 01:53:02.208  1338  6745 W DatabaseProcessor: processLocalDevices: failed to get the network info with non-null networkId.
08-18 01:53:02.211  1338  1338 I CastMediaRouteProvider: Published 0 routes
08-18 01:53:02.211   638   904 I serviceDiscovery: [MdnsDiscoveryManager] Unregistering listener for serviceType:_googlecast._tcp.local
08-18 01:53:02.211   638   904 I serviceDiscovery: [MdnsDiscoveryManager] Unregistering listener for serviceType:_googlecast._tcp.local
08-18 01:53:02.212   638   904 I WifiService: releaseMulticastLock uid=1000 lockTag=NsdService
08-18 01:53:02.212   638   904 I serviceDiscovery: [MdnsSocketProvider] Stop monitoring sockets.
08-18 01:53:02.212   638   904 I TetheringManager: unregisterTetheringEventCallback caller:android
08-18 01:53:02.212   638  1806 I WifiService: releaseMulticastLock uid=10146 lockTag=MdnsServiceBrowserImpl
08-18 01:53:02.213  1338  2503 I FontLog : Pulling font file for id = 272, cache size = 7 [CONTEXT service_id=132 ]
08-18 01:53:02.212   638  1806 V WifiPermissionsUtil: deviceOwner:null
08-18 01:53:02.217  1086  1225 D IpClient.wlan0: set max DTIM multiplier to 2
08-18 01:53:02.217   638   895 D WifiVendorHal: installPacketFilter filter length 1899
08-18 01:53:02.220   638   895 D WifiClientModeImpl[19878:wlan0]:  ClientModeImpl$ConnectableState screen=on len=1899
08-18 01:53:02.220   638   895 E WifiStaIfaceAidlImpl: setDtimMultiplier failed with service-specific exception: android.os.ServiceSpecificException:  (code 4)
08-18 01:53:02.220   638   895 D WifiClientModeImpl: Set maximum DTIM Multiplier to 2 FAIL
08-18 01:53:02.220   638   895 D WifiClientModeImpl[19878:wlan0]:  ClientModeImpl$ConnectableState screen=on maximum multiplier=2
08-18 01:53:02.221  1338  2503 I FontLog : Pulling font file for id = 272, cache size = 7 [CONTEXT service_id=132 ]
08-18 01:53:02.421  1194  1194 D wpa_supplicant: nl80211: Drv Event 64 (NL80211_CMD_NOTIFY_CQM) received for wlan0
08-18 01:53:02.421  1194  1194 D wpa_supplicant: nl80211: Beacon loss event
08-18 01:53:02.421  1194  1194 D wpa_supplicant: wlan0: Event BEACON_LOSS (53) received
08-18 01:53:02.421  1194  1194 I wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS
08-18 01:53:02.798   638   895 D WifiNetworkSelector: Current connected network: 0
08-18 01:53:02.798   638   895 V WifiConnectivityManager: No full band scan because current network is sufficient
08-18 01:53:02.798   638   895 V WifiConnectivityManager: schedulePeriodicScanTimer intervalMs 160000
08-18 01:53:02.798   638   899 I WifiScanningService: Registering listener= com.android.server.wifi.scanner.WifiScannerInternal$ScanListener@cf6cc24 uid=1000 packageName=null workSource=WorkSource{1000}
08-18 01:53:02.798   638   899 I WifiScanningService: start scan: ClientInfo[uid=1000, package=null, attributionTag=null, com.android.server.wifi.scanner.WifiScannerInternal$ScanListener@cf6cc24] package null AttributionTag null
08-18 01:53:02.799   638   899 I WifiScanningService: addSingleScanRequest: ClientInfo[uid=1000, package=null, attributionTag=null, com.android.server.wifi.scanner.WifiScannerInternal$ScanListener@cf6cc24],WorkSource{1010}, ScanSettings {  type:HIGH ACCURACY band:unspecified ignoreLocationSettings:false period:0 reportEvents:3 numBssidsPerScan:0 maxScansToCache:0 rnrSetting:2 6GhzPscOnlyEnabled:false channels:[ 2447  ]  }
08-18 01:53:02.799   638   899 D WifiScanningService: replySucceeded onSuccess
08-18 01:53:02.801  1194  1194 D wpa_supplicant: nl80211: Drv Event 33 (NL80211_CMD_TRIGGER_SCAN) received for wlan0
08-18 01:53:02.801  1194  1194 D wpa_supplicant: wlan0: nl80211: Scan trigger
08-18 01:53:02.801  1194  1194 D wpa_supplicant: wlan0: Event SCAN_STARTED (47) received
08-18 01:53:02.801  1194  1194 D wpa_supplicant: wlan0: External program started a scan
08-18 01:53:02.856  1194  1194 D wpa_supplicant: nl80211: Drv Event 34 (NL80211_CMD_NEW_SCAN_RESULTS) received for wlan0
08-18 01:53:02.856  1194  1194 D wpa_supplicant: wlan0: nl80211: New scan results available
08-18 01:53:02.856  1194  1194 D wpa_supplicant: nl80211: Scan probed for SSID ''
08-18 01:53:02.856  1194  1194 D wpa_supplicant: nl80211: Scan included frequencies: 2447
08-18 01:53:02.856  1194  1194 D wpa_supplicant: wlan0: Event SCAN_RESULTS (3) received
08-18 01:53:02.856  1194  1194 D wpa_supplicant: nl80211: Received scan results (1 BSSes)
08-18 01:53:02.856  1194  1194 D wpa_supplicant: nl80211: Scan results indicate BSS status with 00:13:10:85:fe:01 as associated
08-18 01:53:02.856  1194  1194 D wpa_supplicant: wlan0: BSS: Start scan result update 114
08-18 01:53:02.856  1194  1194 D wpa_supplicant: BSS: last_scan_res_used=1/32
08-18 01:53:02.856  1194  1194 D wpa_supplicant: wlan0: New scan results available (own=0 ext=1)
08-18 01:53:02.856  1194  1194 D wpa_supplicant: wlan0: Do not use results from externally requested scan operation for network selection
08-18 01:53:02.856  1194  1194 D wpa_supplicant: p2p-dev-wlan0: Updating scan results from sibling
08-18 01:53:02.856  1194  1194 D wpa_supplicant: nl80211: Received scan results (1 BSSes)
08-18 01:53:02.856  1194  1194 D wpa_supplicant: p2p-dev-wlan0: BSS: Start scan result update 114
08-18 01:53:02.856  1194  1194 D wpa_supplicant: BSS: last_scan_res_used=1/32
08-18 01:53:02.856  1194  1194 D wpa_supplicant: p2p-dev-wlan0: New scan results available (own=0 ext=1)
08-18 01:53:02.856  1194  1194 D wpa_supplicant: p2p-dev-wlan0: Do not use results from externally requested scan operation for network selection
08-18 01:53:02.856   638  1806 D WifiNl80211Manager: Scan result ready event
08-18 01:53:02.856   638  1806 D WifiNative: Scan result ready event
08-18 01:53:02.857   638   899 D WifiNl80211Manager: get 1 scan results from wificond
08-18 01:53:02.857   638   899 D WifiNative: get 1 scan results from wificond
08-18 01:53:02.858   638   899 I WifiScanningService: singleScanResults: ClientInfo[uid=1000, package=null, attributionTag=null, com.android.server.wifi.scanner.WifiScannerInternal$ScanListener@cf6cc24],results=1
08-18 01:53:02.858   638   899 I WifiScanningService: singleScanResults listener: ClientInfo[uid=1000, package=android, attributionTag=null, com.android.server.wifi.scanner.WifiScannerInternal$ScanListener@4ced205],results=1
08-18 01:53:02.858   638   899 I WifiScanningService: singleScanResults listener: ClientInfo[uid=1000, package=android, attributionTag=null, com.android.server.wifi.scanner.WifiScannerInternal$ScanListener@afc5172],results=1
08-18 01:53:02.858   638   899 I WifiScanningService: singleScanResults listener: ClientInfo[uid=1000, package=android, attributionTag=null, com.android.server.wifi.scanner.WifiScannerInternal$ScanListener@52e4616],results=1
08-18 01:53:02.858   638   899 I WifiScanningService: singleScanResults listener: ClientInfo[uid=10146, package=com.google.android.gms, attributionTag=network_location_provider, android.net.wifi.IWifiScannerListener$Stub$Proxy@c1b056c],results=1
08-18 01:53:02.858   638   899 I WifiScanningService: Unregistering listener= com.android.server.wifi.scanner.WifiScannerInternal$ScanListener@cf6cc24 uid=1000 packageName=null workSource=WorkSource{1000}
08-18 01:53:02.858   638   895 D WifiScanRequestProxy: Scan results received
08-18 01:53:02.858   638   895 D WifiScanRequestProxy: Received 1 scan results
08-18 01:53:02.858  1338  2503 I WifiScanner: onFullResults
08-18 01:53:02.859   638   895 I HalDevMgr: bestIfaceCreationProposal is null, requestIface=STA, existingIface=[name=wlan0 type=STA]
08-18 01:53:02.859   638   895 V WifiConnectivityManager: AllSingleScanListener onResults: start network selection
08-18 01:53:02.859   638   895 V WifiConfigManager: getSavedNetworkFromScanResult Found "AndroidWifi"NONE for AndroidWifi[[ESS]]
08-18 01:53:02.859   638   895 D WifiNetworkSelector: Current connected network: 0
08-18 01:53:02.859   638   895 D WifiNetworkSelector: wlan0: Current connected network already sufficient. Skip network selection.
08-18 01:53:02.859   638   895 V WifiLastResortWatchdog: updateAvailableNetworks: size = 0
08-18 01:53:02.859   638   895 V WifiLastResortWatchdog: mWatchdogFeatureEnabled: true
08-18 01:53:02.859   638   895 V WifiLastResortWatchdog: mWatchdogAllowedToTrigger: true
08-18 01:53:02.859   638   895 V WifiLastResortWatchdog: mRecentAvailableNetworks: 0
08-18 01:53:02.859   638   895 V WifiLastResortWatchdog: mSsidFailureCount:
08-18 01:53:02.859   638   895 V WifiConnectivityManager: AllSingleScanListener:  No candidates
08-18 01:53:03.582  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():2043
08-18 01:53:03.583  6995  6995 D InsetsController: show(ime(), fromIme=false)
08-18 01:53:03.583  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 0, locked = false
08-18 01:53:03.585  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1293 onStartInput(EditorInfo{EditorInfo{packageName=jp.golia.mailrs, inputType=8021, inputTypeString=EmailAddress[AutoCorrect], enableLearning=true, autoCorrection=true, autoComplete=true, imeOptions=2000006, privateImeOptions=null, actionName=DONE, actionLabel=null, initialSelStart=0, initialSelEnd=0, initialCapsMode=0, label=null, fieldId=-1, fieldName=null, extras=Bundle[mParcelledData.dataSize=404], hintText=null, hintLocales=[]}}, false)
08-18 01:53:03.585  6995  6995 I ImeTracker: jp.golia.mailrs:12606726: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT_BY_INSETS_API fromUser false
08-18 01:53:03.607  6995  6995 I AssistStructure: Flattened final assist data: 908 bytes, containing 1 windows, 5 views
08-18 01:53:03.609   431   484 I netd    : tetherGetStats() -> {[]} <0.16ms>
08-18 01:53:03.619  3773  3773 V InlineSuggestionRenderService: handleDestroySuggestionViews called for 0:1137231999
08-18 01:53:03.652 19153  6242 I FA      : Application backgrounded at: timestamp_millis: 1786985581650
08-18 01:53:03.684  6995  6995 W RemoteInputConnectionImpl: requestCursorUpdates on inactive InputConnection
08-18 01:53:03.684  6995  6995 I ImeTracker: jp.golia.mailrs:8c61e235: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT fromUser false
08-18 01:53:03.685  6995  6995 D InsetsController: show(ime(), fromIme=false)
08-18 01:53:03.685  6995  6995 I ImeTracker: jp.golia.mailrs:8c61e235: onCancelled at PHASE_CLIENT_REPORT_REQUESTED_VISIBLE_TYPES
08-18 01:53:03.686  1454  1454 W InputConnectionWrapper: InputConnectionWrapper.recordDuration():1609 IPC IC_REQUEST_CURSOR_UPDATES took 101 ms
08-18 01:53:03.688  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
08-18 01:53:03.689  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1293 onStartInput(EditorInfo{EditorInfo{packageName=jp.golia.mailrs, inputType=8021, inputTypeString=EmailAddress[AutoCorrect], enableLearning=true, autoCorrection=true, autoComplete=true, imeOptions=2000006, privateImeOptions=null, actionName=DONE, actionLabel=null, initialSelStart=0, initialSelEnd=0, initialCapsMode=0, label=null, fieldId=-1, fieldName=null, extras=Bundle[mParcelledData.dataSize=404], hintText=null, hintLocales=[]}}, true)
08-18 01:53:03.689  1454  1454 W SessionManager: SessionManager.beginSession():53 Try to begin an already begun session [INPUT_SESSION], end it first
08-18 01:53:03.692  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
08-18 01:53:03.693  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onStartInputView():1392 onStartInputView(EditorInfo{EditorInfo{packageName=jp.golia.mailrs, inputType=8021, inputTypeString=EmailAddress[AutoCorrect], enableLearning=true, autoCorrection=true, autoComplete=true, imeOptions=2000006, privateImeOptions=null, actionName=DONE, actionLabel=null, initialSelStart=0, initialSelEnd=0, initialCapsMode=0, label=null, fieldId=-1, fieldName=null, extras=Bundle[{android.support.text.emoji.emojiCompat_metadataVersion=10, androidx.core.view.inputmethod.EditorInfoCompat.STYLUS_HANDWRITING_ENABLED=true, android.support.text.emoji.emojiCompat_replaceAll=false}], hintText=null, hintLocales=[]}}, false)
08-18 01:53:03.693  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.getOemKeyboardHeightRatio():161 systemKeyboardHeightRatio:1.000000.
08-18 01:53:03.695  1454  1454 I AndroidIME: InputBundleManager.loadActiveInputBundleId():483 loadActiveInputBundleId: en-US, ime_english_united_states
08-18 01:53:03.695  1454  1454 I AndroidIME: AbstractIme.onActivate():90 LatinIme.onActivate() : EditorInfo = EditorInfo{packageName=jp.golia.mailrs, inputType=8021, inputTypeString=EmailAddress[AutoCorrect], enableLearning=true, autoCorrection=true, autoComplete=true, imeOptions=2000006, privateImeOptions=null, actionName=DONE, actionLabel=null, initialSelStart=0, initialSelEnd=0, initialCapsMode=0, label=null, fieldId=-1, fieldName=null, extras=Bundle[{android.support.text.emoji.emojiCompat_metadataVersion=10, androidx.core.view.inputmethod.EditorInfoCompat.STYLUS_HANDWRITING_ENABLED=true, android.support.text.emoji.emojiCompat_replaceAll=false}], hintText=null, hintLocales=[]}, IncognitoMode = false, DeviceLocked = false
08-18 01:53:03.695  1454  1454 I InputBundle: InputBundle.consumeEvent():949 Skip consuming an event as keyboard status is 0
