08-18 01:39:33.996  3789  3808 I TestRunner: started: leaving_the_composer_saves_a_draft_and_editing_reuses_it(jp.golia.mailrs.MailFlowTest)
08-18 01:39:34.003  1454  1454 I KeyboardManager: KeyboardManager.requestKeyboard():248 Creating keyboard prime, imeId=password, cacheKey=theme_!gsf_!pgsans_!pgsf_!use_system_font_BORDER=true_FLAVOR_DPI=XXHDPI_KEYBOARD_WIDTH_CATEGORY=NORMAL_LIGHT_THEME=true_PHYSICAL_DIAGONAL=5.9809904_SCREEN_SHORTEST_WIDTH=411_SCREEN_SHORTEST_WIDTH_NO_SCALE=411_bottom4dp_enable_google_fonts_icons=true_enable_popup_on_keypress=true_keyboard_redesign_google_sans=true_noshadow_overlay_builtin_dynamic_color_light_base.binarypb:gm3-light-fffaf8ff-ff475d92-6dac7c28fa7faa76f8370bbfdbc77981_silkpopup_unify_function_key_color=true
08-18 01:39:34.003  1454  1454 I KeyboardWrapper: KeyboardWrapper.onKeyboardReady():212 onKeyboardReady(): type=prime(prime), kb=com.google.android.apps.inputmethod.latin.keyboard.LatinPasswordKeyboard@2297d7b
08-18 01:39:34.003  1454  1454 I KeyboardWrapper: KeyboardWrapper.doActivateKeyboard():589 doActivateKeyboard(): prime
08-18 01:39:34.005   638  1657 V GrammaticalInflectionUtils: AttributionSource: AttributionSource { uid = 10350, packageName = null, attributionTag = null, token = android.os.Binder@33c18a5, deviceId = 0, next = null } does not have READ_SYSTEM_GRAMMATICAL_GENDER permission.
08-18 01:39:34.005  1454  1454 I KeyboardViewHelper: KeyboardViewHelper.getView():178 Get view with height ratio:1.000000
08-18 01:39:34.014   983  1124 D SplashScreenView: Build android.window.SplashScreenView{9c2a81a V.E...... ......ID 0,0-0,0}
08-18 01:39:34.014   983  1124 D SplashScreenView: Icon: view: null drawable: null size: 0
08-18 01:39:34.014   983  1124 D SplashScreenView: Branding: view: android.view.View{535af4b G.ED..... ......I. 0,0-0,0 #1020541 android:id/splashscreen_branding_view} drawable: null size w: 0 h: 0
08-18 01:39:34.016  1454  1454 W HWUI    : Image decoding logging dropped!
08-18 01:39:34.016  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.016  1454  1454 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():154 Tooltip with id undo_access_point_promotion_banner not found in tooltipManager.
08-18 01:39:34.016  1454  1454 I GlobeKeyExtension: GlobeKeyExtension.getKeyboardInitialStates():131
08-18 01:39:34.016  1454  1454 W Keyboard: Keyboard.getKeyboardViewHelper():597 null helper is returned: keyboardDef=kze{processedConditions={enable_more_candidates_view_for_multilingual=false, layout_9key_split=false, enable_secondary_symbols=false, language=en-US, deprecate_long_press_space_for_ime_picker=false, expressions=normal, enable_access_points_in_password_number=false, show_suggestions=true, enable_flick_symbols=true, variant=qwerty, device=phone, keyboard_mode=normal, show_secondary_digits=false, enable_preemptive_decode=true, rtl_layout=false}, globalConditions={global_theme_key=theme_!gsf_!pgsans_!pgsf_!use_system_font_BORDER=true_FLAVOR_DPI=XXHDPI_KEYBOARD_WIDTH_CATEGORY=NORMAL_LIGHT_THEME=true_PHYSICAL_DIAGONAL=5.9809904_SCREEN_SHORTEST_WIDTH=411_SCREEN_SHORTEST_WIDTH_NO_SCALE=411_bottom4dp_enable_google_fonts_icons=true_enable_popup_on_keypress=true_keyboard_redesign_google_sans=true_noshadow_overlay_builtin_dynamic_color_light_base.binarypb:gm3-light-fffaf8ff-ff475d92-6dac7c28fa7faa76f8370bbfdbc77981_silkpopup_unify_function_key_color=true, global_locale=en_US, global_density_dpi=420, global_orientation=1}, className=.latin.keyboard.LatinPasswordKeyboard, resourceIds=[#0x7f17065e, #0x7f1708dc, #0x7f17071c], initialStates=0, keyboardViewDefs=[kzt{direction=null, id=#0x7f0b0166, isScalable=true, layoutId=#0x7f0e0346, type=BODY, touchable=true, defaultShow=true}, kzt{direction=null, id=#0x7f0b0166, isScalable=false, layoutId=#0x7f0e01db, type=FLOATING_CANDIDATES, touchable=false, defaultShow=false}, kzt{direction=LOCALE, id=#0x7f0b0166, isScalable=false, layoutId=#0x7f0e04d8, type=HEADER, touchable=true, defaultShow=true}], persistentStates=0, persistentStatesPrefKey=null, popupBubbleLayoutId=#0x7f0e05ce, recentKeyLayoutId=0, recentKeyPopupLayoutId=0, recentKeyType=null, rememberRecentKey=NONE, sessionStates=17592186044419}, type=WIDGET, helpersCreated=[kkl@536e53c, kkl@aa012c5, kkl@53e341a, null], context.getResources().getConfiguration(): {1.0 310mcc260mnc [en_US] ldltr sw411dp w411dp h866dp 420dpi nrml long port finger qwerty/v/v dpad/v winConfig={ mBounds=Rect(0, 0 - 1080, 2400) mAppBounds=Rect(0, 0 - 1080, 2337) mMaxBounds=Rect(0, 0 - 1080, 2400) mDisplayRotation=ROTATION_0 mWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0} as.3 s.37 fontWeightAdjustment=0}
08-18 01:39:34.017  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.017  1454  1454 I AndroidIME: InputBundleManager.startInput():361 startInput() with kzp[keyboardType=prime, payload=null]
08-18 01:39:34.017  1454  1454 I GlobeKeyExtension: GlobeKeyExtension.onActivate():70
08-18 01:39:34.018  1454  1454 I CrowdsourceExtension: CrowdsourceExtension.checkIfDefaultBrowserIsAllowed():109 Failed to get default browser. The default browser may be deactivated.
08-18 01:39:34.018  1454  1454 I NewLanguagePromptExtension: NewLanguagePromptExtension.onActivate():186 Not activated NewLanguagePromptExtension: not a normal text input box.
08-18 01:39:34.018  1454  1454 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():182 Unregister key sequence lsr{labelResId=2132020165, callback=cbb@acca127, lastModifier=2, keyCodes=[56], actions=[0]}
08-18 01:39:34.018  1454  1454 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():182 Unregister key sequence lsr{labelResId=2132020165, callback=cbb@15bc72, lastModifier=0, keyCodes=[317], actions=[0]}
08-18 01:39:34.018  1454  1454 I HardKeyTracker: HardKeyTracker.registerKeySequence():138 Register key sequence lsr{labelResId=2132020165, callback=cbb@8d75c42, lastModifier=2, keyCodes=[56], actions=[0]}
08-18 01:39:34.018  1454  1454 I HardKeyTracker: HardKeyTracker.registerKeySequence():138 Register key sequence lsr{labelResId=2132020165, callback=cbb@b42da89, lastModifier=0, keyCodes=[317], actions=[0]}
08-18 01:39:34.019  1454  1454 I VoiceInputManagerWrapper: VoiceInputManagerWrapper.cancelShutdown():100 cancelShutdown()
08-18 01:39:34.019  1454  1454 I VoiceInputManagerWrapper: VoiceInputManagerWrapper.syncLanguagePacks():112 syncLanguagePacks()
08-18 01:39:34.019  1454  1454 I VoiceInputManager: VoiceInputManager.onKeyboardActivated():1023 onKeyboardActivated() [UD]
08-18 01:39:34.020  1454  1454 I AccessoryInputModeManager: AccessoryInputModeManager.onModeStarted():322 Accessory input mode started: null
08-18 01:39:34.020  1454  1454 I ProactiveUndoTriggerExtension: ProactiveUndoTriggerExtension.eventConsumer$lambda$0():125 kyp{intention=null, keyCode=-10160, DEACTIVATE_SUPPLEMENTARY_KEYBOARD, data=accessory_candidates_consumer}
08-18 01:39:34.020  1454  1454 W SupplementaryKeyboardsWrapper: SupplementaryKeyboardsWrapper.deactivateKeyboard():160 keyboard accessory_candidates_consumer is not activated before!
08-18 01:39:34.021  1454  1454 I KeyboardModeUtils: KeyboardModeUtils.getKeyboardBottomOffset():437 inch: 0.000000 ydpi: 420.000000 adjustKeyboardBottomByDisplaySize: false currentDensityDpi: 420 defaultDensityDpi: 420 keyboardBottomToScreenPx: 0 keyboardBottomToNavBarPx: -126 navBarHeight: 126
08-18 01:39:34.021  1454  1454 I ResizableKeyboardModeController: ResizableKeyboardModeController.getKeyboardBottomOffset():182 currentPrimeKeyboardType:SOFT keyboardBottomOffset:0 navBarHeight:126 isInLandscape:false
08-18 01:39:34.021  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.021  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.021  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.021  1454  1454 W ExtensionWrapper: ExtensionWrapper.setExtensionViewVisibility():801 interface koa is not activate
08-18 01:39:34.022  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
08-18 01:39:34.024  1454  1454 I VoiceImeExtension: VoiceImeExtension.shouldStartVoiceInputAutomaticallyInCurrentInputBox():469 No private IME option set to start voice input.
08-18 01:39:34.024   498   535 I BpBinder: onLastStrongRef automatically unlinking death recipients:
08-18 01:39:34.027  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.027  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.027  1454  1454 I WindowMetricsNotification: WindowMetricsNotification.notifyWithWindow():166
08-18 01:39:34.028  1454  1454 I WindowMetricsNotification: WindowMetricsNotification.notify():159 mub[bounds=Rect(0, 132 - 1080, 2400), insets=Rect(0, 0 - 0, 126), densityDpi=420, smallestScreenWidthDp=411, displayWidth=1080, displayHeight=2400, xdpi=420.0, ydpi=420.0, isTrustable=true, displayId=0]; DisplayMetrics{density=2.625, width=1080, height=2400, scaledDensity=2.625, xdpi=420.0, ydpi=420.0}
08-18 01:39:34.030  3789  3789 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@ecb3104 in: PRE_ON_CREATE
08-18 01:39:34.030  3789  3789 V ActivityScenario: Activity lifecycle changed event received but ignored because the reported transition was not ON_CREATE while the last known transition was PRE_ON_CREATE
08-18 01:39:34.032  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onFinishInputView():1524
08-18 01:39:34.032  1454  1454 I GlobeKeyExtension: GlobeKeyExtension.onDeactivate():104
08-18 01:39:34.034  3789  3789 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@ecb3104 in: CREATED
08-18 01:39:34.034  3789  3789 V ActivityScenario: Update currentActivityStage to CREATED, currentActivity=jp.golia.mailrs.MainActivity@ecb3104
08-18 01:39:34.035   548   548 W IPCThreadState: Sending oneway calls to frozen process.
08-18 01:39:34.035  3789  3789 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@ecb3104 in: STARTED
08-18 01:39:34.035  3789  3789 V ActivityScenario: Update currentActivityStage to STARTED, currentActivity=jp.golia.mailrs.MainActivity@ecb3104
08-18 01:39:34.036  1454  1454 I VoiceInputManagerWrapper: VoiceInputManagerWrapper.shutdown():122 shutdown()
08-18 01:39:34.036  1454  1454 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():154 Tooltip with id spell_check_add_to_dictionary not found in tooltipManager.
08-18 01:39:34.036  1454  1454 I AndroidIME: AbstractIme.onDeactivate():203 PasswordIme.onDeactivate()
08-18 01:39:34.036  1454  1454 I ImeTracker: system_server:4b5df301: onHidden
08-18 01:39:34.037  3789  3789 D AutofillManager: Fill dialog is enabled:false, hints=[]
08-18 01:39:34.037  3789  3789 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@ecb3104 in: RESUMED
08-18 01:39:34.037  3789  3789 V ActivityScenario: Update currentActivityStage to RESUMED, currentActivity=jp.golia.mailrs.MainActivity@ecb3104
08-18 01:39:34.038 19153 19153 E ImeBackDispatcher: Ime callback not found. Ignoring unregisterReceivedCallback. callbackId: 195198971
08-18 01:39:34.038  1454  1454 I GoogleInputMethodService: GoogleInputMethodService$1.onKeyboardViewShown():312 onKeyboardViewShown: keyboardType=prime, keyboardViewType=HEADER keyboardView=com.google.android.libraries.inputmethod.widgets.SoftKeyboardView{f420f3 V.E...... .......D 0,0-1080,116}
08-18 01:39:34.039  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.039  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.039  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.039  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.039  1454  1454 I GoogleInputMethodService: GoogleInputMethodService$1.onKeyboardViewShown():312 onKeyboardViewShown: keyboardType=prime, keyboardViewType=BODY keyboardView=com.google.android.libraries.inputmethod.widgets.SoftKeyboardView{fe4af22 V.E...... ........ 0,0-1080,641}
08-18 01:39:34.039  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.039  1454  1454 I NewLanguagePromptExtension: NewLanguagePromptExtension$1.onKeyboardViewShown():86 Not show new language banner: not prime keyboard, or the extension not activated.
08-18 01:39:34.039  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.039  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.039  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.039  1568  1840 I AssistantForeground: (REDACTED) Get launcher package: %s
08-18 01:39:34.044  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.044  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:39:34.070  3840  3840 D VRI[InstrumentationActivityInvoker$EmptyActivity]: visibilityChanged oldVisibility=true newVisibility=false
08-18 01:39:34.088  1454  5362 I SpeechFactory: SpeechRecognitionFactory.maybeScheduleAutoPackDownloadForFallback():161 maybeScheduleAutoPackDownloadForFallback()
08-18 01:39:34.088  1454  5362 I FallbackOnDeviceRecognitionProvider: FallbackOnDeviceRecognitionProvider.maybeScheduleAutoPackDownload():198 maybeScheduleAutoPackDownload() for language tag en-US
08-18 01:39:34.090   455   503 I RanchuHwc: logCompositionFallbackIfChanged: layer 6020 CompositionType fallback from 3 to 1
08-18 01:39:34.097   638   662 I ImeTracker: system_server:418ac029: onRequestShow at ORIGIN_SERVER reason CONTROLS_CHANGED fromUser false
08-18 01:39:34.098 19153 19153 I ImeTracker: system_server:418ac029: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
08-18 01:39:34.136   638   658 I ActivityTaskManager: Displayed jp.golia.mailrs/.MainActivity for user 0: +132ms
08-18 01:39:34.146  3840  3840 W WindowOnBackDispatcher: sendCancelIfRunning: isInProgress=false callback=android.app.Activity$$ExternalSyntheticLambda0@3b7a3a9
08-18 01:39:34.148  3840  3840 D ViewRootImpl: Skipping stats log for color mode
08-18 01:39:34.160  3789  3789 E ImeBackDispatcher: Ime callback not found. Ignoring unregisterReceivedCallback. callbackId: 195198971
08-18 01:39:34.165   638   749 I ImeTracker: jp.golia.mailrs:15fefaf7: onRequestHide at ORIGIN_SERVER reason HIDE_UNSPECIFIED_WINDOW fromUser false
08-18 01:39:34.166  1251  1251 D RecentsView: onTaskRemoved: 1130, not handling task stack changes
08-18 01:39:34.166  1251  1251 D RecentsView: onTaskRemoved: 1130, not handling task stack changes
08-18 01:39:34.167  3789  3789 D InsetsController: hide(ime(), fromIme=false)
08-18 01:39:34.167  3789  3789 I ImeTracker: jp.golia.mailrs:15fefaf7: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
08-18 01:39:34.168  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():2043
08-18 01:39:34.168  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 0, locked = false
08-18 01:39:34.169  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1293 onStartInput(EditorInfo{EditorInfo{packageName=jp.golia.mailrs, inputType=0, inputTypeString=NULL, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=0, privateImeOptions=null, actionName=UNSPECIFIED, actionLabel=null, initialSelStart=-1, initialSelEnd=-1, initialCapsMode=0, label=null, fieldId=0, fieldName=null, extras=null, hintText=null, hintLocales=[]}}, false)
08-18 01:39:34.169   638  1667 I ImeTracker: system_server:486cdac2: onRequestHide at ORIGIN_SERVER reason IME_REQUESTED_CHANGED_LISTENER fromUser false
08-18 01:39:34.169   638   661 I ImeTracker: system_server:486cdac2: onCancelled at PHASE_SERVER_SHOULD_HIDE
08-18 01:39:34.170  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
08-18 01:39:34.179   548   548 W IPCThreadState: Sending oneway calls to frozen process.
08-18 01:39:34.190   638   662 I ImeTracker: system_server:5c61ecc0: onRequestShow at ORIGIN_SERVER reason CONTROLS_CHANGED fromUser false
08-18 01:39:34.193  3789  3789 I ImeTracker: system_server:5c61ecc0: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
08-18 01:39:34.220   437  5382 D android.hardware.audio@7.1-impl.ranchu: threadLoop: entering standby, frames: 118838976
08-18 01:39:34.220   437  5382 D android.hardware.audio@7.1-impl.ranchu: ~TinyalsaSink: joining consumeThread
08-18 01:39:34.228   437  4218 D android.hardware.audio@7.1-impl.ranchu: consumeThread: exiting
08-18 01:39:34.228   437  5382 D android.hardware.audio@7.1-impl.ranchu: ~TinyalsaSink: stopping PCM stream
08-18 01:39:34.484  1194  1194 D wpa_supplicant: nl80211: Drv Event 64 (NL80211_CMD_NOTIFY_CQM) received for wlan0
08-18 01:39:34.484  1194  1194 D wpa_supplicant: nl80211: Beacon loss event
08-18 01:39:34.484  1194  1194 D wpa_supplicant: wlan0: Event BEACON_LOSS (53) received
08-18 01:39:34.484  1194  1194 I wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS
08-18 01:39:34.540  1454  1454 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():154 Tooltip with id undo_access_point_promotion_banner not found in tooltipManager.
08-18 01:39:34.542   638  1657 I ImeTracker: system_server:98169bc9: onRequestHide at ORIGIN_SERVER reason IME_REQUESTED_CHANGED_LISTENER fromUser false
08-18 01:39:34.542   638   661 I ImeTracker: system_server:98169bc9: onCancelled at PHASE_SERVER_SHOULD_HIDE
08-18 01:39:34.576 19153 19153 D VRI[HostPhotoPagerActivity]: visibilityChanged oldVisibility=true newVisibility=false
08-18 01:39:34.596 19153 19196 W JobInfo : Requested important-while-foreground flag for job555000399 is ignored and takes no effect
08-18 01:39:34.598  1338  2929 I DiscoveryManager: Filter criteria(null) scannerFlags(0)
08-18 01:39:34.598  1338  2929 W DatabaseProcessor: processLocalDevices: failed to get the network info with non-null networkId.
08-18 01:39:34.599   638   904 I serviceDiscovery: [MdnsDiscoveryManager] Unregistering listener for serviceType:_googlecast._tcp.local
08-18 01:39:34.599   638  1657 D ConnectivityService: requestNetwork for uid/pid:10159/19153 activeRequest: null callbackRequest: 1353 [NetworkRequest [ REQUEST id=1354, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC
08-18 01:39:34.599   638  1384 I WifiService: releaseMulticastLock uid=10146 lockTag=MdnsServiceBrowserImpl
08-18 01:39:34.599   638   904 I serviceDiscovery: [MdnsDiscoveryManager] Unregistering listener for serviceType:_googlecast._tcp.local
08-18 01:39:34.599   638  1384 V WifiPermissionsUtil: deviceOwner:null
08-18 01:39:34.599   638   904 I WifiService: releaseMulticastLock uid=1000 lockTag=NsdService
08-18 01:39:34.600   638   904 I serviceDiscovery: [MdnsSocketProvider] Stop monitoring sockets.
08-18 01:39:34.600   638   904 I TetheringManager: unregisterTetheringEventCallback caller:android
08-18 01:39:34.601  1086  1225 D IpClient.wlan0: set max DTIM multiplier to 2
08-18 01:39:34.601   638   895 D WifiVendorHal: installPacketFilter filter length 1901
08-18 01:39:34.601   638   895 D WifiClientModeImpl[19878:wlan0]:  ClientModeImpl$ConnectableState screen=on len=1901
08-18 01:39:34.602   638   895 E WifiStaIfaceAidlImpl: setDtimMultiplier failed with service-specific exception: android.os.ServiceSpecificException:  (code 4)
08-18 01:39:34.602   638   895 D WifiClientModeImpl: Set maximum DTIM Multiplier to 2 FAIL
08-18 01:39:34.602   638   895 D WifiClientModeImpl[19878:wlan0]:  ClientModeImpl$ConnectableState screen=on maximum multiplier=2
08-18 01:39:34.603   638   901 D ConnectivityService: NetReassign [1354 : null → 100] [c 3] [a 1] [i 0]
08-18 01:39:34.603   638   895 D WifiNetworkFactory: got request NetworkRequest [ REQUEST id=1354, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:39:34.603   638   895 V WifiNetworkFactory: Accepted network request NetworkRequest [ REQUEST id=1354, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:39:34.603   638   895 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1354, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:39:34.604   638   895 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1354, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:39:34.604   638   895 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1354, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:39:35.183  1338  2023 I IPCThreadState: oneway function results for code 1 on binder at 0xb40000794008c600 will be dropped but finished with status UNKNOWN_TRANSACTION and reply parcel size 80
08-18 01:39:35.512  3789  3789 D InsetsController: show(ime(), fromIme=false)
08-18 01:39:35.512  3789  3789 I ImeTracker: jp.golia.mailrs:572f9cbb: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT_BY_INSETS_API fromUser false
08-18 01:39:35.512  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():2043
